filename,width,height,class,xmin,ymin,xmax,ymax
DARK SOULS 21_02_2018 12_48_30.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_30.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_31.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_31.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_31.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_31.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_31.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_32.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_32.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_32.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_32.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_32.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_33.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_33.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_33.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_33.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_33.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_34.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_34.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_34.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_34.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_34.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_35.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_35.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_35.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_35.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_35.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_36.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_36.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_36.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_36.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_36.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_37.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_37.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_37.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_37.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_37.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_38.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_38.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_38.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_38.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_38.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_39.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_39.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_39.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_39.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_39.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_40.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_40.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_40.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_40.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_40.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_41.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_41.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_41.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_41.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_41.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_42.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_42.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_42.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_42.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_42.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_43.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_43.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_43.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_43.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_43.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_44.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_44.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_44.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_44.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_44.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_45.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_45.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_45.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_45.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_45.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_46.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_46.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_46.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_46.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_46.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_47.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_47.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_47.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_47.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_47.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_48.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_48.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_48.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_48.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_48.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_49.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_49.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_49.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_49.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_49.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_50.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_50.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_50.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_50.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_50.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_51.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_51.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_51.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_51.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_51.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_52.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_52.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_52.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_52.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_52.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_53.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_53.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_53.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_53.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_53.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_54.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_54.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_54.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_54.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_54.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_55.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_55.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_55.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_55.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_55.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_56.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_56.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_56.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_56.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_56.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_57.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_57.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_57.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_57.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_57.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_58.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_58.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_58.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_58.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_58.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_48_59.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_48_59.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_48_59.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_48_59.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_48_59.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_00.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_00.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_00.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_00.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_00.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_01.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_01.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_01.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_01.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_01.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_02.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_02.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_02.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_02.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_02.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_03.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_03.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_03.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_03.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_03.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_04.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_04.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_04.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_04.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_04.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_05.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_05.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_05.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_05.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_05.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_06.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_06.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_06.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_06.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_06.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_07.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_07.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_07.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_07.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_07.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_08.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_08.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_08.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_08.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_08.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_09.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_09.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_09.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_09.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_09.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_10.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_10.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_10.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_10.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_10.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_11.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_11.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_11.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_11.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_11.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_12.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_12.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_12.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_12.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_12.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_13.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_13.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_13.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_13.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_13.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_14.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_14.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_14.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_14.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_14.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_15.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_15.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_15.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_15.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_15.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_16.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_16.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_16.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_16.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_16.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_17.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_17.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_17.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_17.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_17.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_18.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_18.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_18.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_18.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_18.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_28.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_28.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_28.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_28.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_28.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_43.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_43.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_43.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_43.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_43.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_44.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_44.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_44.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_44.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_44.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_45.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_45.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_45.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_45.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_45.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_46.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_46.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_46.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_46.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_46.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_48.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_48.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_48.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_48.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_48.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_49.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_49.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_49.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_49.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_49.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_50.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_50.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_50.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_50.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_50.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_51.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_51.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_51.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_51.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_51.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_52.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_52.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_52.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_52.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_52.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_53.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_53.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_53.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_53.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_53.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_54.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_54.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_54.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_54.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_54.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_55.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_55.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_55.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_55.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_55.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_56.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_56.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_56.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_56.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_56.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_57.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_57.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_57.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_57.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_57.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_58.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_58.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_58.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_58.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_58.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_49_59.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_49_59.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_49_59.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_49_59.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_49_59.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_50_00.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_50_00.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_50_00.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_50_00.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_50_00.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_50_01.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_50_01.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_50_01.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_50_01.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_50_01.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_50_02.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_50_02.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_50_02.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_50_02.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_50_02.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_50_03.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_50_03.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_50_03.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_50_03.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_50_03.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_50_04.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_50_04.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_50_04.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_50_04.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_50_04.png,1024,576,bossHP,314,469,847,479
