filename,width,height,class,xmin,ymin,xmax,ymax
DARK SOULS 21_02_2018 12_08_06.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_08_06.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_08_06.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_08_06.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_08_06.png,1024,576,player,414,178,691,464
DARK SOULS 21_02_2018 12_08_06.png,1024,576,hollow,320,321,443,477
DARK SOULS 21_02_2018 12_08_16.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_08_16.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_08_16.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_08_16.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_08_16.png,1024,576,player,325,203,563,551
DARK SOULS 21_02_2018 12_08_16.png,1024,576,hollow,520,94,611,290
DARK SOULS 21_02_2018 12_08_17.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_08_17.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_08_17.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_08_17.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_08_17.png,1024,576,player,470,208,758,528
DARK SOULS 21_02_2018 12_08_17.png,1024,576,hollow,649,104,706,321
DARK SOULS 21_02_2018 12_08_18.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_08_18.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_08_18.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_08_18.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_08_18.png,1024,576,player,418,180,584,507
DARK SOULS 21_02_2018 12_08_18.png,1024,576,hollow,255,137,377,388
DARK SOULS 21_02_2018 12_08_19.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_08_19.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_08_19.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_08_19.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_08_19.png,1024,576,player,292,247,557,576
DARK SOULS 21_02_2018 12_08_19.png,1024,576,hollow,362,169,484,354
DARK SOULS 21_02_2018 12_08_20.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_08_20.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_08_20.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_08_20.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_08_20.png,1024,576,player,341,297,561,576
DARK SOULS 21_02_2018 12_08_20.png,1024,576,hollow,411,111,557,320
DARK SOULS 21_02_2018 12_08_22.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_08_22.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_08_22.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_08_22.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_08_22.png,1024,576,player,436,207,680,544
DARK SOULS 21_02_2018 12_08_22.png,1024,576,hollow,633,105,739,322
DARK SOULS 21_02_2018 12_08_24.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_08_24.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_08_24.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_08_24.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_08_24.png,1024,576,player,401,228,695,576
DARK SOULS 21_02_2018 12_08_24.png,1024,576,hollow,633,109,716,349
DARK SOULS 21_02_2018 12_08_25.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_08_25.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_08_25.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_08_25.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_08_25.png,1024,576,player,398,228,712,576
DARK SOULS 21_02_2018 12_08_25.png,1024,576,hollow,667,216,757,444
DARK SOULS 21_02_2018 12_08_27.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_08_27.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_08_27.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_08_27.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_08_27.png,1024,576,player,403,219,650,544
DARK SOULS 21_02_2018 12_08_27.png,1024,576,hollow,599,130,678,361
DARK SOULS 21_02_2018 12_08_29.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_08_29.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_08_29.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_08_29.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_08_29.png,1024,576,player,492,223,733,569
DARK SOULS 21_02_2018 12_08_29.png,1024,576,hollow,326,132,449,353
DARK SOULS 21_02_2018 12_10_16.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_10_16.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_10_16.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_10_16.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_10_16.png,1024,576,player,420,222,586,467
DARK SOULS 21_02_2018 12_10_16.png,1024,576,hollow,602,88,664,201
DARK SOULS 21_02_2018 12_10_23.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_10_23.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_10_23.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_10_23.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_10_23.png,1024,576,player,414,235,590,461
DARK SOULS 21_02_2018 12_10_23.png,1024,576,dialogBox,271,454,753,504
DARK SOULS 21_02_2018 12_10_23.png,1024,576,hollow,650,113,732,267
DARK SOULS 21_02_2018 12_10_23.png,1024,576,hollow,581,40,609,106
DARK SOULS 21_02_2018 12_10_24.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_10_24.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_10_24.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_10_24.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_10_24.png,1024,576,player,444,249,549,453
DARK SOULS 21_02_2018 12_10_24.png,1024,576,dialogBox,271,455,753,504
DARK SOULS 21_02_2018 12_10_24.png,1024,576,hollow,670,197,751,361
DARK SOULS 21_02_2018 12_10_24.png,1024,576,hollow,589,164,615,224
DARK SOULS 21_02_2018 12_10_25.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_10_25.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_10_25.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_10_25.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_10_25.png,1024,576,player,469,250,600,495
DARK SOULS 21_02_2018 12_10_25.png,1024,576,hollow,715,265,915,576
DARK SOULS 21_02_2018 12_10_25.png,1024,576,hollow,588,173,616,244
DARK SOULS 21_02_2018 12_10_26.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_10_26.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_10_26.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_10_26.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_10_26.png,1024,576,player,448,241,571,485
DARK SOULS 21_02_2018 12_10_26.png,1024,576,hollow,602,174,639,260
DARK SOULS 21_02_2018 12_10_27.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_10_27.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_10_27.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_10_27.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_10_27.png,1024,576,player,452,250,578,503
DARK SOULS 21_02_2018 12_10_27.png,1024,576,hollow,590,200,629,298
DARK SOULS 21_02_2018 12_10_28.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_10_28.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_10_28.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_10_28.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_10_28.png,1024,576,player,426,283,630,566
DARK SOULS 21_02_2018 12_10_28.png,1024,576,dialogBox,270,453,753,506
DARK SOULS 21_02_2018 12_10_28.png,1024,576,hollow,478,200,531,312
DARK SOULS 21_02_2018 12_10_29.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_10_29.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_10_29.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_10_29.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_10_29.png,1024,576,player,382,217,541,534
DARK SOULS 21_02_2018 12_10_29.png,1024,576,hollow,331,104,406,247
DARK SOULS 21_02_2018 12_10_31.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_10_31.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_10_31.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_10_31.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_10_31.png,1024,576,player,49,256,432,576
DARK SOULS 21_02_2018 12_10_31.png,1024,576,hollow,346,240,454,576
DARK SOULS 21_02_2018 12_10_35.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_10_35.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_10_35.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_10_35.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_10_35.png,1024,576,player,525,169,1024,575
DARK SOULS 21_02_2018 12_10_35.png,1024,576,hollow,368,315,478,565
DARK SOULS 21_02_2018 12_10_36.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_10_36.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_10_36.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_10_36.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_10_36.png,1024,576,player,419,177,686,576
DARK SOULS 21_02_2018 12_10_36.png,1024,576,hollow,352,119,427,285
DARK SOULS 21_02_2018 12_10_37.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_10_37.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_10_37.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_10_37.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_10_37.png,1024,576,player,375,105,709,576
DARK SOULS 21_02_2018 12_10_37.png,1024,576,hollow,369,6,470,249
DARK SOULS 21_02_2018 12_10_47.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_10_47.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_10_47.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_10_47.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_10_47.png,1024,576,player,457,310,665,576
DARK SOULS 21_02_2018 12_10_47.png,1024,576,hollow,521,199,599,318
DARK SOULS 21_02_2018 12_10_49.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_10_49.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_10_49.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_10_49.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_10_49.png,1024,576,player,385,252,755,576
DARK SOULS 21_02_2018 12_10_49.png,1024,576,hollow,387,211,474,403
DARK SOULS 21_02_2018 12_10_50.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_10_50.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_10_50.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_10_50.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_10_50.png,1024,576,player,466,261,591,554
DARK SOULS 21_02_2018 12_10_50.png,1024,576,hollow,299,233,406,434
DARK SOULS 21_02_2018 12_10_51.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_10_51.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_10_51.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_10_51.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_10_51.png,1024,576,player,321,269,560,555
DARK SOULS 21_02_2018 12_10_51.png,1024,576,hollow,235,265,398,576
DARK SOULS 21_02_2018 12_10_52.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_10_52.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_10_52.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_10_52.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_10_52.png,1024,576,player,371,290,537,576
DARK SOULS 21_02_2018 12_10_52.png,1024,576,hollow,485,226,586,424
DARK SOULS 21_02_2018 12_10_54.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_10_54.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_10_54.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_10_54.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_10_54.png,1024,576,player,439,214,782,576
DARK SOULS 21_02_2018 12_10_54.png,1024,576,hollow,707,61,836,359
DARK SOULS 21_02_2018 12_10_58.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_10_58.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_10_58.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_10_58.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_10_58.png,1024,576,player,346,293,562,576
DARK SOULS 21_02_2018 12_10_58.png,1024,576,hollow,485,202,568,294
DARK SOULS 21_02_2018 12_10_59.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_10_59.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_10_59.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_10_59.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_10_59.png,1024,576,player,338,200,555,545
DARK SOULS 21_02_2018 12_10_59.png,1024,576,hollow,463,89,566,380
DARK SOULS 21_02_2018 12_11_00.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_00.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_00.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_00.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_00.png,1024,576,player,189,128,659,576
DARK SOULS 21_02_2018 12_11_00.png,1024,576,hollow,518,2,682,541
DARK SOULS 21_02_2018 12_11_01.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_01.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_01.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_01.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_01.png,1024,576,player,250,202,540,576
DARK SOULS 21_02_2018 12_11_01.png,1024,576,hollow,529,128,639,348
DARK SOULS 21_02_2018 12_11_02.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_02.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_02.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_02.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_02.png,1024,576,player,454,224,638,485
DARK SOULS 21_02_2018 12_11_02.png,1024,576,hollow,486,104,565,243
DARK SOULS 21_02_2018 12_11_03.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_03.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_03.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_03.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_03.png,1024,576,player,508,185,676,576
DARK SOULS 21_02_2018 12_11_03.png,1024,576,hollow,386,77,514,311
DARK SOULS 21_02_2018 12_11_04.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_04.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_04.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_04.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_04.png,1024,576,player,537,5,1024,575
DARK SOULS 21_02_2018 12_11_04.png,1024,576,hollow,277,1,441,576
DARK SOULS 21_02_2018 12_11_06.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_06.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_06.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_06.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_06.png,1024,576,player,356,189,539,576
DARK SOULS 21_02_2018 12_11_06.png,1024,576,hollow,490,91,605,326
DARK SOULS 21_02_2018 12_11_07.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_07.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_07.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_07.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_07.png,1024,576,player,145,71,651,576
DARK SOULS 21_02_2018 12_11_07.png,1024,576,hollow,535,6,741,466
DARK SOULS 21_02_2018 12_11_08.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_08.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_08.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_08.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_08.png,1024,576,player,1,292,624,576
DARK SOULS 21_02_2018 12_11_08.png,1024,576,hollow,530,40,685,363
DARK SOULS 21_02_2018 12_11_09.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_09.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_09.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_09.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_09.png,1024,576,player,355,279,565,543
DARK SOULS 21_02_2018 12_11_09.png,1024,576,hollow,520,102,594,255
DARK SOULS 21_02_2018 12_11_12.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_12.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_12.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_12.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_12.png,1024,576,player,454,193,667,567
DARK SOULS 21_02_2018 12_11_12.png,1024,576,hollow,361,122,463,440
DARK SOULS 21_02_2018 12_11_13.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_13.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_13.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_13.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_13.png,1024,576,player,325,141,586,576
DARK SOULS 21_02_2018 12_11_13.png,1024,576,hollow,432,43,528,279
DARK SOULS 21_02_2018 12_11_14.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_14.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_14.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_14.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_14.png,1024,576,player,208,77,680,576
DARK SOULS 21_02_2018 12_11_14.png,1024,576,hollow,506,1,730,363
DARK SOULS 21_02_2018 12_11_15.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_15.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_15.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_15.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_15.png,1024,576,player,1,265,725,576
DARK SOULS 21_02_2018 12_11_15.png,1024,576,hollow,530,16,725,419
DARK SOULS 21_02_2018 12_11_16.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_16.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_16.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_16.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_16.png,1024,576,player,1,65,529,575
DARK SOULS 21_02_2018 12_11_16.png,1024,576,hollow,541,36,665,341
DARK SOULS 21_02_2018 12_11_17.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_17.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_17.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_17.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_17.png,1024,576,player,504,255,619,516
DARK SOULS 21_02_2018 12_11_17.png,1024,576,hollow,486,101,549,247
DARK SOULS 21_02_2018 12_11_18.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_18.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_18.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_18.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_18.png,1024,576,player,441,191,651,576
DARK SOULS 21_02_2018 12_11_18.png,1024,576,hollow,407,68,515,241
DARK SOULS 21_02_2018 12_11_20.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_20.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_20.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_20.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_20.png,1024,576,player,430,264,668,545
DARK SOULS 21_02_2018 12_11_20.png,1024,576,hollow,513,97,572,230
DARK SOULS 21_02_2018 12_11_21.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_21.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_21.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_21.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_21.png,1024,576,player,444,257,672,528
DARK SOULS 21_02_2018 12_11_21.png,1024,576,hollow,477,93,534,238
DARK SOULS 21_02_2018 12_11_23.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_23.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_23.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_23.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_23.png,1024,576,player,432,261,654,529
DARK SOULS 21_02_2018 12_11_23.png,1024,576,hollow,520,101,568,242
DARK SOULS 21_02_2018 12_11_27.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_27.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_27.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_27.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_27.png,1024,576,player,390,254,554,519
DARK SOULS 21_02_2018 12_11_27.png,1024,576,hollow,290,223,487,576
DARK SOULS 21_02_2018 12_11_29.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_29.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_29.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_29.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_29.png,1024,576,player,427,244,620,552
DARK SOULS 21_02_2018 12_11_29.png,1024,576,hollow,425,296,579,576
DARK SOULS 21_02_2018 12_11_32.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_32.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_32.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_32.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_32.png,1024,576,player,435,236,630,572
DARK SOULS 21_02_2018 12_11_32.png,1024,576,hollow,295,228,445,576
DARK SOULS 21_02_2018 12_11_35.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_35.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_35.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_35.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_35.png,1024,576,player,425,161,742,574
DARK SOULS 21_02_2018 12_11_35.png,1024,576,hollow,234,1,684,576
DARK SOULS 21_02_2018 12_11_53.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_53.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_53.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_53.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_53.png,1024,576,player,477,233,660,576
DARK SOULS 21_02_2018 12_11_53.png,1024,576,dialogBox,270,453,756,505
DARK SOULS 21_02_2018 12_11_53.png,1024,576,hollow,406,269,631,576
DARK SOULS 21_02_2018 12_11_54.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_11_54.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_11_54.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_11_54.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_11_54.png,1024,576,player,403,243,572,554
DARK SOULS 21_02_2018 12_11_54.png,1024,576,hollow,537,274,789,576
DARK SOULS 21_02_2018 12_20_20.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_20_20.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_20_20.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_20_20.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_20_20.png,1024,576,player,398,280,539,470
DARK SOULS 21_02_2018 12_20_20.png,1024,576,hollow,628,280,703,499
DARK SOULS 21_02_2018 12_20_22.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_20_22.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_20_22.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_20_22.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_20_22.png,1024,576,player,341,244,588,576
DARK SOULS 21_02_2018 12_20_22.png,1024,576,hollow,550,146,660,397
DARK SOULS 21_02_2018 12_20_23.png,1024,576,souls,825,506,945,536
